energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,uri,name,artist
0.448,0.0957,114.032,0.0339,0.151,0.000607,4,0.581,0,204211,-13.215,0.262,1,spotify:track:2iX4dAEcfkfS1tW6tVXNm7,Less or More,Blair Lee
0.673,0.0981,126.847,0.0456,0.0958,1.69e-06,4,0.581,6,219336,-6.538,0.364,1,spotify:track:4uOaMQ9TaBoi5nb2mrHSNU,Sober from You,Oscar Blue
0.514,0.12,113.927,0.0331,0.321,3.1e-06,4,0.816,11,170453,-8.425,0.677,1,spotify:track:6ti5fB05lJzWkAKmyXFxIK,In My Way,Chance Emerson
0.534,0.0921,130.01,0.0433,0.0349,6.86e-05,4,0.763,4,216913,-8.891,0.359,1,spotify:track:7Da8yxmnZDmj0lldVetx0R,Feel Something,Alex Gibson
0.477,0.0695,79.912,0.0295,0.417,0.000713,4,0.474,6,225000,-8.42,0.225,0,spotify:track:7MpX1pwHlJpsFWtrvX9OkD,Alright (Midnight Session),RORRE
0.369,0.527,133.005,0.0275,0.901,0.307,4,0.689,2,245414,-12.097,0.354,1,spotify:track:6qtNvmczrEmDonQrvkUoQA,"Young Mind, Old Soul",David Blazer
0.678,0.101,90.19,0.0577,0.19,0.0,4,0.595,1,303440,-7.206,0.629,1,spotify:track:2htU70J4Spt4fM2STZY60q,Dark,Dhruv Visvanath
0.412,0.124,127.718,0.0321,0.53,1.5e-05,4,0.474,7,231054,-9.752,0.257,1,spotify:track:3XvzlL7BMXNftvAF8KG9St,Rubatosis,Arbour Season
0.399,0.0809,99.97,0.0303,0.457,0.0163,4,0.619,1,188086,-15.793,0.326,0,spotify:track:4vjMxOg8m7ukSteVc0aRFd,Indigo Blue,Sean Christopher
0.702,0.0799,117.983,0.0337,0.0891,0.279,4,0.49,8,271281,-8.817,0.382,1,spotify:track:2va9XyGFMndFTaihikksDQ,Brave,The Satellite Station
0.673,0.126,137.799,0.0333,0.281,0.000602,4,0.604,1,254994,-5.945,0.279,1,spotify:track:0f2fQwFSTHazOTcncwwNgZ,Troubled Heart,Alyssa Frost
0.354,0.0827,89.993,0.0251,0.311,0.000357,4,0.63,7,203414,-11.181,0.321,1,spotify:track:3IYWnVFx2aNJMGdioI9Rxp,We Have to Discover,Unknown Neighbour
0.386,0.107,131.714,0.0366,0.681,7.32e-05,4,0.584,2,201818,-11.66,0.383,1,spotify:track:5QCB3SAczHsxiIMYQX8ly5,Wild Horses,Ben Hughes
0.5,0.274,109.977,0.0295,0.825,0.00275,4,0.716,9,185455,-8.438,0.205,1,spotify:track:31IZwYTuMNmUwNKdTewXSV,Back Up Team,Joel Stewart
0.398,0.102,115.016,0.0296,0.729,0.00319,4,0.707,4,271900,-10.253,0.155,1,spotify:track:6YgHy1fv4XWSRmWEU4uKBB,Sarah,Jonny Morgan
0.66,0.296,110.0,0.0452,0.0253,1.29e-05,4,0.616,6,203095,-8.468,0.341,0,spotify:track:4n5zKA9SGwzTz00rICKkxG,There's Still A Light In The House,Valley
0.692,0.137,125.933,0.0303,0.00149,0.000193,4,0.705,9,216636,-7.271,0.772,1,spotify:track:6tnedmxMVEHzPJfWucWzHo,On Our Own,Lime Cordiale
0.74,0.152,135.929,0.0319,0.0182,0.000215,4,0.685,2,188823,-5.993,0.708,1,spotify:track:1SJl1JikwzSymMNMDQUKGB,Summer,Mumm-ra
0.683,0.084,103.024,0.0351,0.0251,0.000836,4,0.729,2,228413,-5.508,0.507,1,spotify:track:0lv7WOlLxmlGN1EJSfEWKM,Second Best,Younger Hunger
0.561,0.212,106.001,0.0261,0.611,3.51e-06,4,0.743,1,184919,-7.728,0.685,0,spotify:track:46RN1tO6VwqnNBeq9yOHiX,Karma,Tipling Rock
0.611,0.35,94.977,0.0249,0.00234,5.63e-05,4,0.617,9,174316,-7.21,0.414,1,spotify:track:6aQKpXuw11hiDWKqTivtFu,Later,Kloudink
0.594,0.104,80.202,0.0438,0.0739,0.00538,4,0.761,6,166601,-7.094,0.849,0,spotify:track:4klwTboBqOjXRk6KUbHfX8,Asc. Scorpio,Oracle Sisters
0.525,0.149,135.073,0.0332,0.0463,2.22e-05,4,0.544,8,226352,-6.82,0.137,1,spotify:track:5pGquQaBHkk0HX7XMAEuoW,Maybe,Kahone Concept
0.803,0.569,157.065,0.0518,0.0103,2.75e-06,4,0.475,10,238232,-5.634,0.535,1,spotify:track:5ZUFK4as3PAE0v45VXjmd9,The Distance,Fever Dolls
0.643,0.154,146.071,0.0643,0.236,1.85e-06,4,0.521,5,210411,-4.375,0.429,1,spotify:track:5vNe9xkqTK9f2rTeKF4foQ,ok,Mating Ritual
0.784,0.358,108.995,0.0284,0.265,0.485,4,0.768,4,169541,-6.865,0.819,1,spotify:track:2mcfbhM10CF3Kobonpst1P,Feels Good to Laugh,Honeywhip
0.713,0.292,104.027,0.0381,0.0226,1.77e-05,4,0.674,2,207480,-7.582,0.791,1,spotify:track:6eAE9QQoynC5WghgeadMOE,Same Guy,Eades
0.751,0.106,114.028,0.0477,0.0237,1.16e-06,4,0.508,7,250907,-8.202,0.485,1,spotify:track:3kp3SVfkL29S48WNKTIR7B,Skin,Wildlows
0.757,0.561,122.045,0.036,0.072,0.00169,4,0.6,1,196187,-5.055,0.66,0,spotify:track:0cGEzRIT6mrCsOcnoTaUa2,(We're) Alive,Argonaut & Wasp
0.684,0.0992,118.003,0.0253,0.0481,0.0139,4,0.724,11,249000,-6.655,0.443,0,spotify:track:0pSkA3CDxl1EPY3g1j7uG5,Dreamer,Twinsmith
0.487,0.111,175.026,0.0473,0.268,0.0894,4,0.614,4,154785,-8.77,0.456,1,spotify:track:3fb8bJy76w2xv5EdxpTgRA,Summer,Chasing Daze
0.487,0.111,175.026,0.0473,0.268,0.0894,4,0.614,4,154785,-8.77,0.456,1,spotify:track:3fb8bJy76w2xv5EdxpTgRA,Summer,Chasing Daze
0.487,0.1,135.045,0.0303,0.437,0.0528,4,0.548,4,263091,-11.043,0.145,0,spotify:track:3shOWbN6lC8CBUDYNJB11P,15 Years,brodyn
0.866,0.477,124.994,0.0379,0.00219,0.00436,4,0.524,11,239854,-3.724,0.392,0,spotify:track:7M6cSLcAeGCSSzlP3YsI0K,Only One,Chasing Ella
0.636,0.294,75.003,0.0408,0.202,0.000196,4,0.501,9,197707,-5.511,0.512,1,spotify:track:6kNqvxz8EImOYSndZPJ8Xt,Bikini Crops,Conchúr White
0.755,0.316,172.933,0.047,0.000659,0.0324,4,0.429,11,191101,-9.29,0.695,0,spotify:track:0NZeGujjt3ziZAD4Z2LkY8,Empty Swimming Pool,Voodoo Bandits
0.678,0.0683,125.792,0.0593,0.439,0.00267,4,0.448,9,212487,-7.69,0.177,0,spotify:track:3aFSwSVJngZYKj0sifV3tM,Want Me,Kingston County
0.603,0.125,115.981,0.0447,0.189,5.28e-05,4,0.475,11,228178,-5.939,0.435,1,spotify:track:5M7MfrEHnLGtKi0eynTcJf,What You Want,The Thing With Feathers
0.427,0.226,117.777,0.0332,0.481,0.443,3,0.318,8,292547,-9.895,0.207,1,spotify:track:7DU012LiBILgo0jNHbq4Hy,The Knife,Edward + Jane
0.517,0.0607,143.017,0.0267,0.263,0.000278,4,0.552,2,191538,-11.225,0.466,1,spotify:track:6P9ykrONHh19PZXAIdl9Cw,state of mind,sød ven
0.743,0.283,156.221,0.0349,0.123,0.0,4,0.476,5,184474,-4.767,0.513,1,spotify:track:3ATD9XGdgIRLAhviHOIh8q,High Low,The Unlikely Candidates
0.485,0.432,116.004,0.0311,0.452,0.0512,4,0.689,5,287623,-10.157,0.567,1,spotify:track:4oRgpwXGPigjcEkp0mPgad,Call Me When You Land,Old Sea Brigade
0.146,0.0807,112.201,0.0355,0.926,0.00082,4,0.583,10,213053,-13.803,0.356,1,spotify:track:2AwVKH9nKhbndemXIs6Iq9,Loved the Ocean,Emilia Ali
0.163,0.0975,109.398,0.0334,0.816,0.000829,4,0.405,4,180534,-16.553,0.281,1,spotify:track:0epc6FCUxWAOYI5q7nyIQu,As You Go,Jordy Maxwell
0.415,0.107,80.985,0.0303,0.817,1.1e-05,4,0.585,2,207037,-10.293,0.34,1,spotify:track:7MtMUEdwfBLzUaIeVIc0gW,Deer in a Headlight,John Lingard
0.541,0.109,160.032,0.0356,0.288,0.0428,4,0.607,8,219413,-11.411,0.429,1,spotify:track:5k99Tgzcy78VuSiXorUlMR,Good Without the Bad,Gabrielle Grace
0.519,0.236,94.522,0.0393,0.169,0.00618,4,0.417,2,192358,-10.291,0.234,1,spotify:track:7aMsAx7UULQ2ozQvX7do3G,Destined to Pretend,Beta Radio
0.35,0.085,91.931,0.0323,0.468,9.14e-05,4,0.611,9,216700,-9.927,0.537,1,spotify:track:0sRhjtYGcURqvpkBQHGpqG,Alive Again,Adam Harpaz
0.585,0.0909,139.839,0.0381,0.402,0.0,4,0.48,9,210769,-7.55,0.468,1,spotify:track:7c0KapqUOJvMUT9dMjvYqt,99 Ice Cream,Oscar Blue
0.43,0.232,127.899,0.0271,0.526,0.000113,4,0.59,8,179467,-10.356,0.23,1,spotify:track:7wEAQ8h0kNpuQSAhClMTfA,We Still Do,Robertson
0.396,0.082,78.029,0.0328,0.795,0.027,4,0.661,11,204000,-8.543,0.233,1,spotify:track:3dAOEc1dMjApL2XywMhfrd,Looking out the Window,Tyler Bernhardt
0.526,0.0973,125.001,0.0335,0.109,0.0,4,0.691,2,225614,-8.295,0.261,1,spotify:track:1V5JodkkdcWleMklVpC16z,Rooftops,Jenny Yim
0.607,0.165,157.54,0.0299,0.0126,0.0314,3,0.467,4,235014,-10.485,0.112,1,spotify:track:3h33apRacDghJEe6uWYdp1,Those Days,Jaguar Sun
0.495,0.778,127.022,0.0528,0.489,0.001,4,0.554,5,258762,-11.239,0.306,0,spotify:track:2vmERm2EDelV68DSpOSfaX,Ready or Not,Sara Davis Regan
0.363,0.0752,78.55,0.0289,0.857,7.39e-06,4,0.58,4,225096,-11.107,0.392,1,spotify:track:4qyILalgKwq5PQaqaK31zz,Don't You Forget,Asher
0.356,0.134,81.997,0.035,0.901,0.0158,4,0.589,3,235900,-12.226,0.408,1,spotify:track:271w9WzZa77xghSxhSKmOq,Birds,Simen Mitlid
0.256,0.104,133.898,0.0331,0.926,5.69e-05,4,0.732,7,262235,-12.572,0.534,1,spotify:track:2xObG98K0BDBuWEcCcSErK,Are You Leading Me On,Kiernan McMullan
0.197,0.112,77.564,0.0345,0.821,0.00348,4,0.41,10,251000,-14.764,0.189,1,spotify:track:7kKg1ZiIglFML0JbsUebhq,Supermoon - Single Version,Jacob Wylde
0.557,0.549,75.042,0.0296,0.182,1.46e-05,4,0.483,10,208623,-6.952,0.203,1,spotify:track:6MrCyHPSGc2LKZ6xI2qeUe,Bittersweet,Kaeley Jade
0.462,0.098,117.67,0.0367,0.476,0.127,4,0.349,0,208542,-9.026,0.345,1,spotify:track:6qqBWMnFtjaD2wQc6z0z0s,Fade Away,The Crescent Sky
0.124,0.0731,78.801,0.0376,0.775,4.69e-05,4,0.593,3,361860,-12.055,0.244,1,spotify:track:2BhiRZabrsZ7qcNHd2xtJw,Endless Summer (For Kimmy),LOVKN
0.144,0.109,115.844,0.0361,0.783,5.56e-05,4,0.622,1,191953,-14.863,0.0619,1,spotify:track:65HsXWtHGIMXJE9YB7CvZA,Blue,Elina
0.541,0.102,162.976,0.0951,0.701,0.0,4,0.663,11,179632,-9.079,0.73,1,spotify:track:5Tks9aglf74XXuYvXHbTwW,Better Late Than Never,Dylan Rockoff
0.539,0.108,184.373,0.0423,0.263,2.2e-05,3,0.452,11,200603,-7.327,0.326,0,spotify:track:3vutFeUl31fjJyPpAGmLGf,Breathe Again,Harrison Storm
0.334,0.116,166.594,0.0373,0.851,0.0148,4,0.424,1,291052,-14.504,0.271,1,spotify:track:50ibKn2A2qPuRHyKpeMDgi,Phone Call from My Lover,Stu Larsen
0.239,0.4,85.018,0.0362,0.916,1.92e-05,4,0.583,2,220224,-14.132,0.325,1,spotify:track:0YmqdaiEFBzL9aCtio2lhL,Time to Go,lindsay
0.142,0.135,118.239,0.0324,0.933,1.57e-06,4,0.371,1,189752,-9.934,0.128,1,spotify:track:7lApuqXPGgZnX6pArXv5Xk,Raw Stuff,Didirri
0.603,0.11,129.888,0.072,0.437,2.34e-05,1,0.664,10,134866,-8.245,0.313,0,spotify:track:2eeTZS280HtwgyUQo6r2j4,Inside Out,Lydia Kaseta
0.482,0.0787,140.024,0.0274,0.35,0.000838,4,0.546,6,195541,-7.988,0.24,0,spotify:track:1BYssPVrjp0KUqfy1NBwAk,Did You Love Me?,ell ivy
0.198,0.115,136.208,0.0408,0.916,0.00162,3,0.394,1,233760,-12.562,0.0867,1,spotify:track:3qbToOWJKKc0HtruELjlE1,Famous,Hailaker
0.405,0.511,162.909,0.0548,0.354,7.58e-05,4,0.455,2,178528,-13.784,0.357,1,spotify:track:25JRviqn76AF4IC9S1v3Vu,Not Mine,Metò
0.286,0.109,113.964,0.0306,0.573,4.57e-05,4,0.736,0,255500,-13.091,0.583,1,spotify:track:3S8xECSxQ8696jRHk5rJhc,Grass Is Never Greener,Gavyn Bailey
0.21,0.136,177.19,0.0473,0.842,1.11e-05,3,0.338,8,214387,-12.133,0.23,1,spotify:track:4NmHcJqBhkW96yN5ybb1Nr,White,Gabby Patrice
0.547,0.162,139.933,0.049,0.418,0.0,4,0.705,10,173995,-7.316,0.51,1,spotify:track:3MAkKKt9GTkUjywnOV0AA2,The Middle,Joe Dolman
0.39,0.109,83.979,0.0279,0.575,0.0,5,0.452,8,233588,-8.472,0.0954,1,spotify:track:3sEeiy996I57kymqsEfwS4,Otherside,The Native
0.341,0.0904,74.656,0.0348,0.16,0.529,4,0.133,6,217133,-8.764,0.0463,1,spotify:track:4rGD4MzagJBz5hXQXGNaUo,Unreal,Oliver Spalding
0.289,0.139,80.277,0.0373,0.558,1.06e-05,4,0.669,10,246013,-10.502,0.475,1,spotify:track:7cxclSfPF1ORHL2np1oYir,Toward the Pain,Joel Ansett
0.36,0.112,135.559,0.0282,0.0696,0.0742,4,0.432,0,290294,-12.54,0.0941,1,spotify:track:3lfSFqdmnVBFdvqEMPz5v1,Mama,Klanjan
0.454,0.0736,136.011,0.0324,0.792,0.0,4,0.724,4,195882,-8.47,0.17,1,spotify:track:3MLl4NAuxOFd7eJPuLXtIx,Reckless,Lydia Kaseta
0.345,0.102,141.953,0.0286,0.779,0.0213,4,0.568,7,235445,-11.059,0.429,0,spotify:track:1IYyryTQHsHw2rsJcsYIge,Game Over,Sadie Horler
0.521,0.116,142.031,0.0394,0.205,0.000535,4,0.519,4,297984,-8.334,0.0779,1,spotify:track:6SXIMGbfpF6Kgr4YcoHjcE,Melancholy,Talia Grace
0.0553,0.0954,80.859,0.0387,0.97,4.93e-06,4,0.193,4,221347,-17.793,0.175,1,spotify:track:3qqf79zc5uig1TaSZdSvIo,By And By,Michael Benjamin
0.338,0.121,109.918,0.0305,0.806,0.0109,4,0.445,9,180011,-10.928,0.318,1,spotify:track:3wihzwWc7SD7plghq6xNxV,Blood Wolf Moon,Tommy Ashby
0.363,0.181,96.353,0.0315,0.698,0.0,4,0.401,4,179136,-7.98,0.303,1,spotify:track:30MmGd9de7Eh9ekwZGFHIR,Everywhere,Cattle & Cane
0.653,0.345,87.517,0.0293,0.241,0.0,4,0.53,0,190457,-6.178,0.452,0,spotify:track:7G7fDSmiMMB0cZUEXzJTM0,Wildflower,Boyhood
0.509,0.0804,85.959,0.0268,0.0835,9.27e-05,4,0.574,9,219299,-7.546,0.291,1,spotify:track:3wTMzFzI0LdAQMmBSKxgoF,Waiting for Lightning,The National Parks
0.878,0.0848,108.024,0.0418,0.082,0.00384,4,0.617,11,203067,-6.455,0.397,1,spotify:track:0UOo1T6UCo3TffQiXOMpiY,Feel This Again,The Satellite Station
0.424,0.0951,183.899,0.149,0.25,0.000838,4,0.662,4,180454,-7.371,0.265,1,spotify:track:5N3Ygofer8aRSFrlGO8Sfg,Sunshine Woman,itsjustrand
0.52,0.097,105.016,0.0349,0.0392,1.5e-05,4,0.717,10,155714,-10.288,0.566,1,spotify:track:5LrwN2LsLqF2rUmPTRTHR5,All My Life,Anders Sohn
0.57,0.0626,81.997,0.0573,0.322,0.00856,4,0.642,7,193747,-12.557,0.611,1,spotify:track:7e4ZgRoo2aul0CDlLfIl1F,You Were,Field Guide
0.708,0.116,126.223,0.0374,0.0295,0.000103,5,0.378,9,190150,-4.069,0.644,0,spotify:track:7siLmQZPtkjnMGVL8S0Umy,What's It Gonna Take,Wayley
0.517,0.13,95.508,0.0568,0.12,0.0,4,0.617,10,194737,-8.11,0.383,1,spotify:track:4PoZ2aNmIz1EEE9W0l0rk0,Briggs,Mike Mains & The Branches
0.874,0.126,139.104,0.0294,0.015,0.000362,4,0.502,4,247067,-5.99,0.595,1,spotify:track:4pJ4KRKBVKjclHzpSKuhfj,Welcome To The World,Jack Carty
0.257,0.125,96.996,0.034,0.914,8.11e-05,4,0.614,6,250518,-12.431,0.138,1,spotify:track:0HRC1csHLtCzgYF0FlomGb,Itinerary,Ryland
0.78,0.382,78.005,0.0404,0.0184,0.0016,4,0.622,5,323200,-5.192,0.747,1,spotify:track:08DKaoHjJm9zAMBJwnLJ4V,Underwater,Joe Hertler & The Rainbow Seekers
0.385,0.0918,87.471,0.0319,0.582,0.911,4,0.506,1,199520,-16.402,0.57,1,spotify:track:1qqJP2odSLivu0NiXMaV4E,Hand in Hand,Barry Carroll
0.71,0.0712,120.941,0.0279,0.145,0.0,4,0.595,8,163004,-5.623,0.763,1,spotify:track:302jRUD0TsZTDYQouRR7bi,Pool Girl,Snow Coats
0.565,0.0925,90.917,0.0259,0.12,0.138,4,0.506,10,185147,-7.387,0.159,0,spotify:track:7Iz845fWYQa7ZzVJTvaJlV,Believe in Me,The Lion's Tribe
0.342,0.111,119.958,0.0617,0.656,0.000802,4,0.473,1,256000,-13.101,0.178,0,spotify:track:2NqsPf2GdZZusZhtceODtF,Mexico,Richard Readey
0.743,0.184,130.016,0.0335,0.0469,0.00191,4,0.721,9,206953,-6.874,0.824,1,spotify:track:0UWevkFrNBpGIdqzDNzuIr,Dance With You,Alex Gibson
0.304,0.11,139.98,0.0324,0.854,0.00258,4,0.65,2,260571,-11.529,0.352,1,spotify:track:29EutgG9ekapX5nH7cvtPi,fixed,Matt Van
0.516,0.104,101.651,0.0361,0.49,2.47e-06,4,0.362,1,226904,-8.014,0.381,0,spotify:track:260YpLuQZd2d8LZvsBztfW,Give It Up - Lullaby Version,Spectre Jones
0.261,0.114,93.227,0.0313,0.902,0.0312,4,0.551,4,189081,-12.14,0.304,1,spotify:track:74m1dJvh2y0WrVyiquZ6P5,Best I Can Do,S. T. Manville
0.331,0.115,119.56,0.0311,0.82,5.41e-05,4,0.538,8,231445,-10.276,0.137,1,spotify:track:6BBQQ2je96IqTNe3GtUBCq,Feel Again,Lucy Clearwater
0.453,0.117,76.987,0.0378,0.6,0.189,4,0.539,6,224416,-13.22,0.167,1,spotify:track:6BtbnGMtoBvs0m3OXwR916,Bluerock,Cayson Renshaw
0.728,0.197,126.932,0.0341,0.441,0.0909,4,0.672,7,207333,-9.265,0.735,1,spotify:track:5gZD8BZBz7tdYZDC98U3vs,Manila Bay,Prison Beach Club
0.421,0.96,92.955,0.0331,0.757,8.66e-06,4,0.447,4,247242,-10.163,0.459,1,spotify:track:0kLsd1WjXexBNqhyxKyK7M,There She Goes,Dennis Svennebäck
0.725,0.277,98.029,0.0258,0.139,7.13e-05,4,0.564,6,207961,-7.439,0.822,0,spotify:track:1XXbnBvfh8gjyTyFSQUUDo,Astronaut,Charlie Grant
0.244,0.0713,129.954,0.0795,0.819,0.309,4,0.881,11,138462,-18.951,0.873,1,spotify:track:1jwNV7NEuDbmov6cGohAj2,Full Bloom - Demo,Emily Coulston
0.444,0.121,87.557,0.0322,0.349,0.0,4,0.609,8,199313,-7.605,0.485,1,spotify:track:4ANzm4oJdwfwS1cTOkOKu2,Kings and Queens,Max Bello
0.863,0.146,131.073,0.031,0.0333,0.00148,4,0.64,0,300657,-4.547,0.653,1,spotify:track:4gUbT2rj1eqeeai2ufHY7A,On the Line,San Cisco
0.739,0.061,102.046,0.172,0.065,1.43e-05,4,0.743,5,230944,-5.522,0.785,0,spotify:track:60PXzas0UL1sdyDIS6Qvne,The Bungalow,Mating Ritual
0.719,0.114,132.207,0.0419,0.0124,4.8e-06,4,0.519,2,210307,-7.015,0.488,1,spotify:track:3Q8sfLu6ROukVMiDfFFAxm,These Days,Marsicans
0.654,0.0526,91.987,0.0322,0.0103,6.72e-06,4,0.592,7,171645,-6.725,0.615,1,spotify:track:4wiQBqdxUnvkDte6A4jD0v,Hello Universe,Mike Edel
0.965,0.0739,144.951,0.0392,0.0012,0.0206,4,0.532,7,192331,-3.802,0.707,1,spotify:track:1GcjvDSnjg72prxHHzXqXL,Grows,Suns Up
0.686,0.122,123.969,0.028,0.242,0.805,4,0.596,8,200323,-10.141,0.52,1,spotify:track:6h2wnYAtNfGX0NnvoClEvP,Sunny Day,A Boy and His Kite
0.69,0.649,180.258,0.0396,0.0161,0.0,4,0.422,10,190344,-5.402,0.682,1,spotify:track:2bEvh5uuxb2q8sZTMu1ExJ,Ice Cream,The Valla
0.877,0.356,139.848,0.0674,0.0439,0.00252,4,0.536,7,201099,-3.388,0.648,1,spotify:track:0TmqKWEOyfQrVxgT0EyOSF,Blind,Carver Commodore
0.775,0.16,117.068,0.0404,0.000107,0.297,4,0.655,9,207250,-7.188,0.684,1,spotify:track:6k3MrYS3akZ9nLDzTsa7jM,Big Wave,Rowan
0.572,0.0971,107.003,0.0335,0.0172,0.00704,4,0.727,2,209347,-7.0,0.874,0,spotify:track:5GGouXEqwNZOWSjh0d2Zuo,Humans,Corey Britz
0.929,0.332,166.15,0.0422,0.000759,0.000727,4,0.452,11,195337,-3.22,0.454,1,spotify:track:0WVVuBBKBChMZUSQ49CJAR,Signs,Grand Lotus
0.474,0.132,95.999,0.0285,0.00912,0.0,4,0.555,7,267115,-10.027,0.133,1,spotify:track:2eeJzZwbTPoZYoULXT4VLz,Stay on Me,Shuffalo
0.748,0.101,132.031,0.0322,0.00796,5.11e-06,4,0.698,9,186556,-6.207,0.58,1,spotify:track:6IQWymblXv4QG3uDm7BuCl,At Full Capacity,Some Sprouts
0.776,0.0893,140.077,0.0303,0.256,0.000792,4,0.554,10,199384,-2.979,0.63,1,spotify:track:7hpN0yDEvCyLGH4JE0tSeW,Warm Nights,Fuzzy Sun
0.669,0.144,94.008,0.0293,0.385,0.815,4,0.588,9,256875,-8.499,0.6,1,spotify:track:4ZL9Zb8OKaVf6iGcigVqiV,Burn Bright,The Bloom
0.54,0.337,117.978,0.0295,0.103,0.000117,4,0.709,0,203390,-10.141,0.729,1,spotify:track:2NwgIznSL77xnE5ixR5sys,Next to You,Lake House
0.782,0.637,145.98,0.0311,0.00522,0.00604,4,0.468,7,251532,-6.904,0.549,1,spotify:track:6sD2jVA75yEKE7TF4W3Lnk,Dead Plants,Long Range Hustle
0.521,0.188,160.027,0.0258,0.387,0.571,4,0.631,2,235500,-9.717,0.79,1,spotify:track:4XojzcoBvQmEirpJwBClC1,mt. shasta dr,girlhouse
0.643,0.295,159.989,0.0268,0.0894,0.044,4,0.392,9,195038,-6.988,0.267,1,spotify:track:540Wmwt7HP3Grad23QzW5S,The Kicker,Racoma
0.81,0.389,115.011,0.0702,0.00323,2.31e-06,4,0.592,5,184000,-5.148,0.381,1,spotify:track:0pXCGWDGtmvPOo2ONFNcgC,Cause and Effect,Rila's Edge
0.802,0.279,122.959,0.0318,0.0359,0.0,4,0.621,9,204157,-4.661,0.551,1,spotify:track:6faTMEH26mxrLUEwqnEcro,Change Her Mind,Jane's Party
0.877,0.183,131.994,0.0484,0.0157,2.73e-06,4,0.665,9,186991,-5.624,0.742,1,spotify:track:28Qv23wjvAhPZGr5NXhBq8,idwgtyp,lovelytheband
0.51,0.0799,132.042,0.028,0.0897,0.549,4,0.477,3,233467,-10.022,0.2,1,spotify:track:0hyoI0zCyyvaT6Y3zNQ7d9,Magic,By The Coast
0.815,0.112,106.031,0.0283,0.000595,0.000254,4,0.564,10,227742,-6.107,0.669,1,spotify:track:6bZuHLfCPyswKtj4fluSgx,Good Life,Randall Kent
0.364,0.139,192.008,0.252,0.186,0.00423,4,0.668,11,182745,-13.157,0.819,1,spotify:track:73iyDDfP7BqBA7TZGQKUSf,Where I Belong,Plàsi
0.371,0.106,104.974,0.0291,0.469,0.0069,4,0.605,2,233423,-13.487,0.337,1,spotify:track:761BCO4U785ZOpxwwQsmxb,Take It Slow,Michael Lane
0.423,0.17,135.054,0.0398,0.672,0.267,4,0.469,1,226582,-11.391,0.148,0,spotify:track:4flzJidayFMx0GwsnBII53,Unfortunate Love (feat. Harrison Storm),Hayden Calnin
0.653,0.0582,90.999,0.0342,0.147,0.0,4,0.607,7,162901,-7.597,0.679,1,spotify:track:3DgcQshAEUjl3HSbTuRL86,Find My Way,Caden's Hills
0.192,0.12,105.935,0.0292,0.766,0.0,4,0.688,0,216223,-11.39,0.171,1,spotify:track:00RklUmMW23GvAUngfCsWc,Deep & Wild,The Sweeplings
0.591,0.096,161.85,0.0342,0.275,0.0146,4,0.528,8,217853,-10.181,0.535,1,spotify:track:6yqPs1rJg4UilEzicguGH4,Good Life,Kyle Church
0.405,0.109,96.014,0.0365,0.464,0.000422,1,0.353,5,213169,-10.785,0.242,0,spotify:track:4VXrKn9SikNycIZdmmLaUF,Wild World,Marc Scibilia
0.524,0.123,114.026,0.0317,0.0178,0.0,4,0.701,0,169605,-9.143,0.562,1,spotify:track:1BwDLyXwFG6Rv1LGg3Vfdo,Fly Away With Me,Anders Sohn
0.507,0.124,99.044,0.0294,0.75,0.0,4,0.637,3,213680,-11.424,0.397,1,spotify:track:2Y9OkJykTGT5SNH6kE5PFS,One Way Ticket,Tom McKenzie
0.445,0.268,154.84,0.0293,0.126,0.0,4,0.518,4,200129,-8.318,0.189,1,spotify:track:3tj01dpSSQl8CitNSmbxVF,To Love Again,Boyhood
0.492,0.0888,119.959,0.0348,0.86,0.286,4,0.645,1,243732,-10.537,0.422,0,spotify:track:7ycisqzHKxinHcaWqIu5Mv,Heartbreaker,Daniel Blake
0.325,0.102,153.141,0.0489,0.829,0.0016,3,0.593,3,165733,-12.382,0.297,0,spotify:track:69y9GqfVMrWZj0j4PhNG5j,Where Is Home,Rich Jacques
0.254,0.202,143.796,0.0333,0.832,0.000169,4,0.398,6,295309,-14.024,0.199,1,spotify:track:77eUxQB9nqufXyXpWJhyHT,Pine Canyon #5,Sara Davis Regan
0.24,0.108,84.261,0.0343,0.937,0.229,4,0.425,4,217559,-18.002,0.367,1,spotify:track:2Bo0KWUV7HZcZzvRm9qfH0,Never Stop Loving You,Rictor
0.502,0.317,180.147,0.0399,0.0981,0.0201,3,0.157,2,245891,-10.956,0.0562,1,spotify:track:6shCZcNfibIQHGRn7YN2r8,Sentimentality (The Garden),Dennis Svennebäck
0.566,0.115,93.48,0.0245,0.555,0.00877,4,0.49,4,210276,-6.223,0.309,1,spotify:track:6YCflrhnfR7CRXrE2AwDri,Fells Reservoir,Peter Stone
0.309,0.105,149.309,0.0285,0.739,0.138,4,0.265,7,285942,-9.541,0.191,1,spotify:track:07nfATFXkUY4peTzvooZJ5,Paris to Pamplona,Native Culture
0.362,0.12,120.96,0.0297,0.00243,0.000215,4,0.543,9,202293,-12.273,0.128,1,spotify:track:54QaVH9QNfTg7dwAXJLKXB,Courage,An Unexpected End
0.855,0.119,99.97,0.0425,0.0422,0.000242,4,0.687,3,208341,-6.606,0.761,1,spotify:track:1qoPwfHwlF9YMSPqfAo9iL,Restless Heart,Scott Boyd
